id,ulasan,ulasan_clean,rating,word_count,label_aktual,prediksi,arah_kesalahan,skor_keputusan,jarak_ke_batas,kategori_penyebab,catatan
47793,Terbaik Tapi usahakan agar driver ga bisa cancel orderan kedepannya Soalnya sering orderan saya dicancel Terutama daerah jogja,terbaik usaha pengemudi tidak bisa batal order depan soal sering order batal utama daerah jogja,5,18,1,0,positif_salah_ditandai_negatif,-0.2316522436503753,0.2316522436503753,negasi_kompleks,"Diawali ""terbaik"" lalu dibalik oleh ""tapi"" menjadi keluhan pembatalan berulang; polaritas campuran."
99089,Senang banget kasih driver jauh2.,senang banget kasih pengemudi jauh,1,5,0,1,negatif_lolos_sebagai_positif,0.2532917407578078,0.2532917407578078,sarkasme_ironi,"""Senang banget"" dipakai secara ironis untuk mengeluhkan driver yang diberikan terlalu jauh."
86751,"Dr posisi driver ke titik penjemputan suka terlalu jauh, coba di seimbangkan lagi. Dan tolong ketika driver sudah sampe di titik penjemputan, pemesan suka tiba"" membatal kan. Tolong untuk lebih di perhatikan lg akses pembatalan nya.",posisi pengemudi titik jemput suka terlalu jauh coba imbang pengemudi titik jemput mes suka tiba batal kan lebih perhati akses batal nya,5,36,1,0,positif_salah_ditandai_negatif,-0.26692061772832587,0.26692061772832587,label_keliru_pengguna,Rating 5 namun isi berisi dua keluhan operasional dan permintaan perbaikan.
29145,aplikasinya sering lemot,aplikasi sering lemot,5,3,1,0,positif_salah_ditandai_negatif,-0.2806159664023111,0.2806159664023111,label_keliru_pengguna,Rating 5 tetapi teks hanya menyatakan aplikasi sering lemot.
55726,Aplikasi yangBermamfaat sekali,aplikasi yangbermamfaat sekali,5,3,1,0,positif_salah_ditandai_negatif,-0.2838977620047065,0.2838977620047065,kegagalan_preprocessing,"Typo gabungan ""yangBermamfaat"" tidak dipisah/dinormalisasi menjadi ""yang bermanfaat"", sehingga sinyal positif utama menjadi OOV."
38535,lumayan nyaman... driver sering cancel pesanan alasan titik jemput kejauhan...,lumayan nyaman pengemudi sering batal pesan alas titik jemput jauh,4,10,1,0,positif_salah_ditandai_negatif,-0.3076310664048614,0.3076310664048614,negasi_kompleks,"Ada pujian moderat ""lumayan nyaman"" yang diikuti keluhan driver sering membatalkan; polaritas campuran."
17969,Tolong sediakan fiture untuk pembayaran Gopay+Cash Mix yaa karena Driver Anda kadang-kadang tidak ada Cash untuk Kembalian dan tiba tiba di Cancle setelah selesai mengantar jadi Saya Tidak Bisa Memberikan Ulasan!! Terimakasih. #GORide,sedia fiture bayar gopay tunai mix pengemudi kadang kadang tidak ada tunai kembali tiba tiba batal selesai antar jadi tidak bisa beri ulas terima kasih,5,35,1,0,positif_salah_ditandai_negatif,-0.3151683146809182,0.3151683146809182,negasi_kompleks,"Banyak konstruksi negatif fungsional (tidak ada cash, tidak bisa memberi ulasan) di dalam permintaan fitur yang tetap diberi rating 5."
70787,Tidak ada yg sempurna kalau buatan manusia.. driver suka nolak kalau lgi hujan..,tidak ada sempurna kalau buat manusia pengemudi suka tolak kalau hujan,4,13,1,0,positif_salah_ditandai_negatif,-0.3437103376631113,0.3437103376631113,negasi_kompleks,"""Tidak ada yang sempurna"" adalah negasi idiomatik, lalu disusul keluhan driver menolak saat hujan; komposisi polaritas tidak sederhana."
70439,Saya duga nutuk harga pada saat2 terdesak..,duga nutuk harga desak,1,7,0,1,negatif_lolos_sebagai_positif,0.3754445685386572,0.3754445685386572,campur_kode,"Kata regional ""nutuk"" membawa inti tuduhan tentang harga tetapi tidak umum dalam kosakata Indonesia baku."
64681,"Tolong untuk GoCar dibedain mobil perokok dan tidak, karena sering pergi bawa anak2 jadi mual klo naik mobil yang bau rokok pekat padahal sudah pesen GoCar paling mahal",gocar dibedain mobil okok tidak sering pergi bawa anak jadi mual kalau naik mobil bau rokok pekat padahal sen gocar paling mahal,5,28,1,0,positif_salah_ditandai_negatif,-0.3942947688740517,0.3942947688740517,label_keliru_pengguna,Rating 5 tetapi isi mengeluhkan mobil berbau rokok dan menyebabkan mual.
37268,gojek ngajak pacar saya balikan,gojek ngajak pacar balik,1,5,0,1,negatif_lolos_sebagai_positif,0.4005647255930705,0.4005647255930705,topik_netral_offtopic,Pernyataan tentang driver/pacar tanpa evaluasi layanan yang jelas; konteks sentimen terhadap aplikasi tidak cukup.
25408,lebih bagi dri pada grab,lebih grab,5,5,1,0,positif_salah_ditandai_negatif,-0.4251067082623283,0.4251067082623283,kegagalan_preprocessing,"Kemungkinan typo ""lebih baik daripada grab"" rusak menjadi ""lebih grab"" sehingga kata positif kunci hilang."
94767,Aplikasi karya anak bangsa,aplikasi karya anak bangsa,1,4,0,1,negatif_lolos_sebagai_positif,0.4378787314402733,0.4378787314402733,label_keliru_pengguna,"Rating 1 tetapi teks ""aplikasi karya anak bangsa"" tidak menyatakan keluhan dan cenderung positif/netral."
57755,Gojek mahal bgt sekarang,gojek mahal sangat sekarang,4,4,1,0,positif_salah_ditandai_negatif,-0.4451474329487548,0.4451474329487548,label_keliru_pengguna,"Rating 4 menghasilkan label positif, sedangkan isi hanya mengeluhkan harga mahal."
87861,Pembayaran gopaylater lancar tdk ada mslh tau2 ga bisa di pake 😞,bayar gopaylater lancar tidak ada mslh tahu tidak bisa pakai,4,11,1,0,positif_salah_ditandai_negatif,-0.45757604159780485,0.45757604159780485,kegagalan_preprocessing,"""tau2"" kehilangan makna ""tiba-tiba"" dan berubah menjadi ""tahu""; typo ""mslh"" juga tidak dinormalisasi."
98018,utk update susah.. klo orderan d pilih jaur dr titik jemput cba klo order ambil terdekat dr titik jemput agr nggu tdk lama,pembaruan susah kalau order d pilih jaur titik jemput cba kalau order ambil dekat titik jemput agr nggu tidak lama,4,23,1,0,positif_salah_ditandai_negatif,-0.4632248507315706,0.4632248507315706,kegagalan_preprocessing,"Banyak token inti masih rusak/OOV (jaur, cba, agr, nggu), sehingga maksud saran dan keluhan terfragmentasi."
93263,untuk sekarang gk ada masalah,sekarang tidak ada masalah,5,5,1,0,positif_salah_ditandai_negatif,-0.46800029082324024,0.46800029082324024,negasi_kompleks,"""Tidak ada masalah"" adalah negasi terhadap kata negatif dan secara keseluruhan bermakna positif."
92530,"Overall baik, saran hapus saja sitem order gabungan. Merugikan driver dan customer, customer harus menunggu lebih lama",overal baik saran hapus sitem order gabung rugi pengemudi pelanggan pelanggan harus tunggu lebih lama,5,17,1,0,positif_salah_ditandai_negatif,-0.4714028440229304,0.4714028440229304,negasi_kompleks,"Pembuka ""overall baik"" bercampur dengan kritik kuat tentang order gabungan; sentimen keseluruhan campuran."
58256,Tolong dong klo hujan d perbaiki posisi driver nya jauh2 semua padahal banyak yg dekat klo d liat di maps,dong kalau hujan d perbaiki posisi pengemudi nya jauh semua padahal banyak dekat kalau d liat peta,4,20,1,0,positif_salah_ditandai_negatif,-0.5053696253027953,0.5053696253027953,label_keliru_pengguna,Rating 4 tetapi isi dominan keluhan driver jauh saat hujan dan permintaan perbaikan.
32534,"driver nge toll tanpa konfirmasi, saran untuk pengiriman barang dibuat pilihan yang dengan tambahan tol dan tidak pakai tol, supaya tdk asal sembarangan barang sampai minta uang tol",pengemudi tol tanpa konfirmasi saran kirim barang buat pilih tambah tol tidak pakai tol tidak asal sembarang barang minta uang tol,4,27,1,0,positif_salah_ditandai_negatif,-0.5191480462506657,0.5191480462506657,label_keliru_pengguna,Rating 4 tetapi isi dominan keluhan driver memakai tol tanpa konfirmasi.
93480,"Cuma mau kasih tau aja, itu iklan Go-Jek yg dikelola PANGLE, iklan yg suka nongol di layar paling bawah, suka bikin hp lemot atau ngeblank layarnya. Dan lagi, ketika diklik diarahkannya bukan ke playstore tapi ke browser entah ke link mana. Ngasi tau aja, soalnya iklannya juga jarang dilirik kalo posisinya di bawah layar",cuma mau kasih tahu aja iklan gojek kelola pangle iklan suka nongol layar paling bawah suka bikin ponsel lemot atau ngeblank layar klik arah bukan playstore browser entah link mana ngasi tahu aja soal iklan jarang lirik kalau posisi bawah layar,4,54,1,0,positif_salah_ditandai_negatif,-0.5252517253318072,0.5252517253318072,label_keliru_pengguna,Rating 4 tetapi isi mengeluhkan iklan yang membuat ponsel lemot/ngeblank dan redirect tidak semestinya.
13633,jngn terlalu mahal itu saja pesan saya,jngn terlalu mahal pesan,5,7,1,0,positif_salah_ditandai_negatif,-0.5258870557167068,0.5258870557167068,kegagalan_preprocessing,"Token negasi ""jngn"" tidak dinormalisasi menjadi ""jangan"", padahal itu inti maksud kalimat."
96870,Pergerakan posisi driver sering telat,gera posisi pengemudi sering telat,5,5,1,0,positif_salah_ditandai_negatif,-0.5535043415751313,0.5535043415751313,label_keliru_pengguna,Rating 5 tetapi teks hanya menyatakan posisi driver sering terlambat.
48293,Kok setiap verifikasi wajah gagal terus ya? :(,kok verifikasi wajah gagal terus,4,7,1,0,positif_salah_ditandai_negatif,-0.5964361691230379,0.5964361691230379,label_keliru_pengguna,Rating 4 tetapi teks menyatakan verifikasi wajah gagal terus.
55057,kenapa ini aplikasi semakin gk ok pesan makanan dari resto gk respon cepat. tahu tahu orderan bs double tlong donk gimana itu. mau cancel aja gk bisa jd drivernya malah gk bs cancel tolong donk lebih di perhatikan hal trable trable hal pesanan.,aplikasi makin tidak oke pesan makan restoran tidak respons cepat tahu tahu order bisa ganda tlong dong bagaimana mau batal aja tidak bisa jadi pengemudi malah tidak bisa batal dong lebih perhati trable trable pesan,5,43,1,0,positif_salah_ditandai_negatif,-0.7373464360030244,0.7373464360030244,label_keliru_pengguna,"Rating 5 sangat bertentangan dengan isi yang penuh keluhan: tidak oke, tidak respons, order ganda, dan tidak bisa batal."
543,kemurahan jek,murah jek,2,2,0,1,negatif_lolos_sebagai_positif,0.7395125179454198,0.7395125179454198,terlalu_pendek_ambigu,"Hanya dua kata; ""kemurahan"" dapat dibaca sebagai terlalu murah atau sekadar murah, sehingga polaritas tidak pasti."
62708,"Gojek ini sudah bagus sekali apalagi saya buat pergi sehari hari tapi kenapa promo dari ""GORIDEAJA"" kok gk bisa dipakai lagi ya?",gojek bagus sekali buat pergi hari hari promo gorideaja kok tidak bisa pakai,1,22,0,1,negatif_lolos_sebagai_positif,0.7609421794907384,0.7609421794907384,negasi_kompleks,Pujian kuat di awal lalu keluhan promo tidak bisa dipakai; label negatif tampaknya mengikuti bagian akhir sedangkan model menangkap pujian.
2847,"Rada susah cari driver ditempatku, yah masih maklum sih soalnya pelosok.Cuman kadang kalo dh dpt malah drivernya ngeghosting, alhasil harus nyari driver lg dan itu lama bgt smpe pesanan dibatalin. Saranku harusnya pmbeli dikasih notif / mnimal ada tulisannya gitu kalo driver gk jadi ambil psenan, bserta alasannya,biar kita tau salahnya dmna. Apakah kejauhan, atau dri pihak restonya atau apa. Jdi kan ngerti. Misal krna kjauhan kn bisa cari resto lain klo mau psen lg. Klo kya gni pmbeli gtau apa²",rada susah cari pengemudi tempat maklum sih soal pelosok cuman kadang kalau dapat malah pengemudi ngeghosting alhasil harus cari pengemudi lama sangat pesan batal saran harus pmbeli kasih notifikasi mnimal ada tulis kalau pengemudi tidak jadi ambil psenan bserta alas biar tahu salah dmna jauh atau pihak restoran atau apa jadi kan erti misal kjauhan kn bisa cari restoran kalau mau psen kalau gni pmbeli gtau apa,4,82,1,0,positif_salah_ditandai_negatif,-0.7785805099900613,0.7785805099900613,label_keliru_pengguna,"Rating 4 tetapi mayoritas isi adalah keluhan sulit driver, ghosting, pembatalan, dan waktu tunggu lama."
88157,"Tolong ditindak tegas untuk para driver gofood yg minta sedekah via chat dengan alasan anak masuk RS lah, anak kecelakan lah, butuh biaya besar lah, sangat risih & mengganggu, bukan sekali dua kali tapi sering apalagi klo pesan diresto yg sama pasti dapetnya dia lagi... dia lagi... Pernah dikasih lewat tips tapi masih berulang minta sedekah lg dengan chat yg sama.",tindak tegas pengemudi gofood minta sedekah via chat alas anak masuk rumah sakit lah anak cela lah butuh biaya besar lah sangat risih ganggu bukan sekali kali sering kalau pesan diresto sama dapat pernah kasih lewat tip ulang minta sedekah chat sama,5,61,1,0,positif_salah_ditandai_negatif,-0.7980062572261117,0.7980062572261117,label_keliru_pengguna,Rating 5 tetapi isi merupakan keluhan serius tentang driver meminta sedekah berulang dan mengganggu.
27302,"tolong dong admin gojek, kasih edukasi ke drivernya. masa orderan jauh gak mau di ambil. malah cust yg di suruh cancel bukannya mempermudah malah memperlambat",dong admin gojek kasih edukasi pengemudi masa order jauh tidak mau ambil malah pelanggan suruh batal bukan permudah malah lambat,4,25,1,0,positif_salah_ditandai_negatif,-0.8363285012766151,0.8363285012766151,label_keliru_pengguna,Rating 4 tetapi isi dominan keluhan driver tidak mau mengambil order dan meminta pelanggan membatalkan.
18733,Kalau hujan rintik2 gak ada yang mau ngambil. Alergi hujan kaya nya driver ini. Untung ada uber gak kenal panas hujan,kalau hujan rintik tidak ada mau ambil alergi hujan kaya nya pengemudi untung ada uber tidak kenal panas hujan,5,21,1,0,positif_salah_ditandai_negatif,-0.8485403060064585,0.8485403060064585,label_keliru_pengguna,Rating 5 tetapi Gojek dikeluhkan tidak ada driver saat hujan; pujian justru diarahkan ke Uber.
57781,"Sekarang ko cari Drive buat gosend lama banget dapetnya padahal yang instan,udh gtu harus pake gopay ga bisa tunai 😭",sekarang kok cari drive buat gosend lama banget dapat padahal instan harus pakai gopay tidak bisa tunai,4,20,1,0,positif_salah_ditandai_negatif,-0.8640971143457548,0.8640971143457548,label_keliru_pengguna,Rating 4 tetapi isi mengeluhkan driver lama didapat dan pembayaran harus GoPay/tidak bisa tunai.
44844,Kecewa Gw Sama Ini Aplikasi Sumpah!! Dari pertama gw selalu pakai selalu bisa maklum tapi ini kali pertama gw gak bisa toleransi ke Tidak bagusan aplikasi gojek!! Gw Order GoFood Otomatis Gw mau makanan di anter tapi adalah lagi tambahan pickup sendiri (Orang Somplak Apa Yang Udah Order Aplikasi dan Pergi Ambil Sendiri) Gw gak di konfirmasi mau pickup sendiri gaknya. Se umur gw pake ini app pertama x ini lah gw udh gak tahu lagi mau ngo apa sampe CS nya aja gak bisa kasih solusi Yang Masuk Akal!,kecewa sama aplikasi sumpah pertama selalu pakai selalu bisa maklum kali pertama tidak bisa toleransi tidak bagus aplikasi gojek order gofood otomatis mau makan anter tambah jemput sendiri orang somplak apa order aplikasi pergi ambil sendiri tidak konfirmasi mau jemput sendiri gaknya umur pakai aplikasi pertama x lah tidak tahu mau ngo apa layan pelanggan nya aja tidak bisa kasih solusi masuk akal,4,90,1,0,positif_salah_ditandai_negatif,-0.8860845725336404,0.8860845725336404,label_keliru_pengguna,"Rating 4 bertentangan dengan isi sangat negatif: kecewa, tidak bisa toleransi, dan CS tidak memberi solusi."
65288,"Paket hemat susah cari driver,banyk yang batalin terus chat minta tambahan",paket hemat susah cari pengemudi banyk batal terus chat minta tambah,4,12,1,0,positif_salah_ditandai_negatif,-0.9315336928676397,0.9315336928676397,label_keliru_pengguna,"Rating 4 tetapi isi hanya berisi keluhan driver susah, pembatalan, dan permintaan tambahan."
54260,Ini gimana saya udah tf ke gopay teman saldo berkurang tapi uang ke teman saya gak masuk,bagaimana transfer gopay teman saldo kurang uang teman tidak masuk,5,17,1,0,positif_salah_ditandai_negatif,-1.067902464175213,1.067902464175213,label_keliru_pengguna,Rating 5 tetapi isi melaporkan kegagalan transfer: saldo berkurang namun uang tidak masuk.
63993,"tolong ya kalau memang susah cari driver atau di sekitar resto tidak ada driver,pesanan kita di batalkan aja dari sistem, karena sudah beberapa kali gini. niat saya laper mau pesen makan tapi nungguin lama karena tidak ada driver yang ambil,bikin tambah rusak mood, mungkin saran saja, jikalau disekitar resto tidak ada driver bisa otomatis ter cancel oleh sistem karena kasian yang nahan laper bgt jadi nungguin tanpa kepastian yang ujung ujungnya ngga dapat driver terimakasih",kalau memang susah cari pengemudi atau restoran tidak ada pengemudi pesan batal aja sistem beberapa kali begini niat lapar mau sen makan tunggu lama tidak ada pengemudi ambil bikin tambah rusak mood mungkin saran jikalau sekitar restoran tidak ada pengemudi bisa otomatis ter batal sistem kasihan nahan lapar sangat jadi tunggu tanpa pasti ujung ujung tidak dapat pengemudi terima kasih,4,78,1,0,positif_salah_ditandai_negatif,-1.147707855579911,1.147707855579911,label_keliru_pengguna,"Rating 4 tetapi ulasan panjang dominan keluhan sulit driver, menunggu lama, mood rusak, dan ketidakpastian."
68185,"tidak usah diadakan grab hemat kalau nyatanya supirnya gak ada yg mau terima jika ongkosnya terlalu murah.. capek menunggu tiba"" ditolak.. dan banyak yg gak mau terima",tidak usah ada grab hemat kalau nyata pengemudi tidak ada mau terima ongkos terlalu murah capek tunggu tiba tolak banyak tidak mau terima,4,27,1,0,positif_salah_ditandai_negatif,-1.2300925345599991,1.2300925345599991,topik_netral_offtopic,"Isi membahas layanan Grab Hemat, bukan Gojek; untuk korpus Gojek ini merupakan competitor/off-topic."
76165,Tarifnya murah murah sekali siip terima kasih gojek.. semangat,tarif murah murah sekali sip terima kasih gojek semangat,1,9,0,1,negatif_lolos_sebagai_positif,1.433177667520818,1.433177667520818,label_keliru_pengguna,"Rating 1 tetapi teks sepenuhnya positif: tarif murah, terima kasih, dan semangat."
93798,Ok,oke,1,1,0,1,negatif_lolos_sebagai_positif,2.078257490226842,2.078257490226842,terlalu_pendek_ambigu,"Satu kata ""oke"" terlalu pendek untuk memvalidasi label rating 1 atau konteks sentimen sebenarnya."
52815,Ok,oke,2,1,0,1,negatif_lolos_sebagai_positif,2.078257490226842,2.078257490226842,terlalu_pendek_ambigu,"Satu kata ""oke"" terlalu pendek untuk memvalidasi label rating 2 atau konteks sentimen sebenarnya."
